unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
100,scene,bakery-shop-s,0.154761905,orange-c,30348501,4001536,279478,0.008202918,case,608750,1141504,106958,0.065087483,body,1291612,815360,21443,0.010281804,food,1104928,3161088,105792,0.0254294,bakery-shop-s,715008,501760,163072,0.154761905,bubbly,1517824,125440,25088,0.015503876
101,scene,office-s,0.262672811,black-c,139916835,3951360,981335,0.006867916,computer,374106,3650304,212312,0.055694266,screen,677188,3248896,195916,0.052522031,paper,471596,1430016,31959,0.017093546,office-s,1542912,1894144,715008,0.262672811,,24924928,275968,275968,0.011071968
102,scene,conference_room-s,0.335504886,red-c,21004512,3963904,271145,0.010978743,seat,1488057,3537408,322915,0.068668063,top,381885,1066240,12608,0.008782898,paper,471596,752640,3063,0.002508244,conference_room-s,2308096,2834944,1292032,0.335504886,,24924928,238336,238336,0.009562154
103,scene,conference_room-s,0.60311284,red-c,21004512,3976448,174394,0.007030155,table,4805122,3236352,364240,0.047444171,top,381885,1480192,23019,0.012516734,wood,9793596,1191680,57895,0.005298159,conference_room-s,2308096,2860032,1944320,0.60311284,,24924928,112896,112896,0.004529441
104,scene,construction_site-s,0.095890411,blue-c,61494563,3963904,684736,0.010571199,skyscraper,1270392,3349248,158685,0.03557198,coach,689166,940800,17366,0.010768945,concrete,382930,275968,3776,0.005763812,construction_site-s,288512,1718528,175616,0.095890411,,24924928,677376,539392,0.021521522
105,scene,corn_field-s,0.130434783,green-c,63326720,3926272,1170704,0.017715851,field,1883336,3023104,453063,0.101734706,torso,7669375,1492736,100514,0.011092305,food,1104928,75264,4095,0.003481856,corn_field-s,188160,1442560,188160,0.130434783,fibrous,1831424,1016064,326144,0.129353234
106,scene,corral-s,0.181818182,green-c,63326720,3963904,925618,0.013947381,horse,1230680,3963904,581335,0.126014226,torso,7669375,3462144,424041,0.039602323,wood,9793596,439040,14328,0.001402189,corral-s,175616,313600,75264,0.181818182,,24924928,87808,87808,0.003522899
107,scene,corridor-s,0.462121212,brown-c,182265724,4014080,1439193,0.00778613,door,5745972,965888,64353,0.009680772,door frame,221497,338688,8139,0.014743337,painted,13470129,2935296,539462,0.034001214,corridor-s,1530368,890624,765184,0.462121212,,24924928,12544,12544,0.000503271
108,object,house,0.129377586,green-c,63326720,3926272,834494,0.012564181,house,1833277,3888640,655483,0.129377586,roof,443437,1756160,113101,0.054206191,wood,9793596,37632,186,1.89E-05,house-s,689920,2471168,213248,0.072340426,,24924928,351232,326144,0.013071895
109,scene,courthouse-s,0.085020243,blue-c,61494563,3988992,754486,0.011656061,building,35246027,3851008,1747056,0.046775287,column,193649,2119936,44680,0.019692319,concrete,382930,62720,362,0.000812957,courthouse-s,288512,3073280,263424,0.085020243,,24924928,200704,175616,0.007038713
110,scene,alley-s,0.060150376,green-c,63326720,3976448,506659,0.007585112,building,35246027,3713024,1664943,0.044643594,balcony,317196,1818880,13931,0.006564584,concrete,382930,238336,5337,0.00866496,alley-s,1091328,2446080,200704,0.060150376,,24924928,288512,288512,0.011575239
111,scene,creek-s,0.285714286,green-c,63326720,4001536,1137845,0.017190481,rock,1936429,3713024,350416,0.066128242,wing,323329,890624,5529,0.004575381,wood,9793596,87808,10994,0.001113834,creek-s,577024,1906688,551936,0.285714286,potholed,1580544,752640,137984,0.062857143
112,scene,mountain_snowy-s,0.306532663,blue-c,61494563,3963904,1291262,0.020123395,mountain,5469345,2584064,818282,0.113098498,wave,42267,614656,6283,0.009656646,fur,103280,75264,2094,0.011867385,mountain_snowy-s,1793792,1467648,765184,0.306532663,potholed,1580544,1793792,250880,0.080321285
113,scene,street-s,0.103494029,grey-c,159331282,3963904,1531230,0.009465829,road,12902886,3662848,1059108,0.068300351,crosswalk,241792,3173632,174870,0.053962995,paper,471596,25088,36,7.25E-05,street-s,28111104,3186176,2935296,0.103494029,potholed,1580544,275968,75264,0.042253521
114,scene,waterfall-block-s,0.104895105,blue-c,61494563,3963904,758538,0.011723939,water,5662399,3474688,451884,0.052029181,cloud,129326,413952,3816,0.007073714,paper,471596,25088,18,3.62E-05,waterfall-block-s,326144,1655808,188160,0.104895105,marbled,1693440,1016064,87808,0.033492823
115,scene,bakery-shop-s,0.344086022,yellow-c,34166024,3976448,426831,0.011317082,case,608750,1216768,230258,0.144338854,body,1291612,413952,10713,0.00632091,food,1104928,2985472,173567,0.044313097,bakery-shop-s,715008,852992,401408,0.344086022,waffled,1555456,188160,25088,0.01459854
116,scene,bakery-shop-s,0.12345679,yellow-c,34166024,3976448,350354,0.009270557,case,608750,3549952,256547,0.065744954,drawer,540514,790272,10181,0.007709345,food,1104928,1016064,42006,0.020205042,bakery-shop-s,715008,2709504,376320,0.12345679,,24924928,363776,363776,0.014594867
117,scene,highway-s,0.292191436,blue-c,61494563,3976448,1255454,0.019550621,road,12902886,3913728,741150,0.046104423,wheel,1513439,928256,23362,0.009660373,concrete,382930,37632,1658,0.003957947,highway-s,4076800,2358272,1455104,0.292191436,potholed,1580544,326144,62720,0.034013605
118,scene,desert-sand-s,0.253012048,pink-c,18491188,3976448,194138,0.008716098,sand,921203,2094848,154967,0.054163737,wheel,1513439,715008,17303,0.007825361,concrete,382930,50176,1658,0.003842873,desert-sand-s,275968,1028608,263424,0.253012048,cracked,1593088,2170112,376320,0.111111111
119,scene,field-wild-s,0.129251701,blue-c,61494563,3951360,698445,0.010787216,mountain,5469345,3248896,289593,0.034358179,cloud,129326,1078784,5966,0.0049628,fabric,8548746,37632,176,2.05E-05,field-wild-s,602112,1480192,238336,0.129251701,cracked,1593088,1041152,125440,0.05
120,scene,building_facade-s,0.060810811,white-c,72511065,3963904,486797,0.006406221,building,35246027,3788288,1774074,0.047613058,shop window,233888,2546432,78813,0.029173717,glass,2246777,225792,4910,0.00198974,building_facade-s,3148544,2759680,338688,0.060810811,,24924928,175616,163072,0.006539235
121,scene,dining_room-s,0.161157025,red-c,21004512,3963904,250058,0.010116287,chair,4633108,1793792,208666,0.033557116,top,381885,1141504,25201,0.016820986,carpet,4405463,2696960,51578,0.007315152,dining_room-s,5694976,1354752,978432,0.161157025,,24924928,0,0,0
122,scene,dining_room-s,0.231092437,brown-c,182265724,3963904,1363159,0.007373749,chair,4633108,2182656,273023,0.041729147,back,593570,1304576,44187,0.02383386,wood,9793596,2333184,117220,0.009760557,dining_room-s,5694976,1655808,1379840,0.231092437,,24924928,0,0,0
123,texture,dotted,0.103448276,red-c,21004512,3951360,388466,0.015812251,person,14523849,2119936,889813,0.056481819,hair,1159565,1831424,127165,0.044403916,skin,177664,614656,7744,0.009870299,television_studio-s,200704,137984,25088,0.08,dotted,2935296,1480192,413952,0.103448276
124,scene,doorway-outdoor-s,0.116438356,white-c,72511065,3938816,472164,0.006214506,house,1833277,2972928,169924,0.036650928,pane,480756,1392384,35916,0.019549059,glass,2246777,589568,15620,0.005537583,doorway-outdoor-s,225792,1818880,213248,0.116438356,interlaced,1630720,388864,112896,0.059210526
125,scene,dorm_room-s,0.145833333,grey-c,159331282,3963904,993203,0.006119475,bed,5899566,1430016,339301,0.048538964,headboard,500152,1103872,21511,0.013592937,fabric,8548746,2119936,198964,0.019003759,dorm_room-s,840448,1229312,263424,0.145833333,,24924928,0,0,0
126,scene,skyscraper-s,0.25433526,blue-c,61494563,3976448,898332,0.013911952,skyscraper,1270392,3976448,548425,0.116725534,crosswalk,241792,1467648,32543,0.019406678,,24924928,62720,62720,0,skyscraper-s,4402944,3763200,1655808,0.25433526,,24924928,62720,62720,0.002516356
127,scene,closet-s,0.438596491,yellow-c,34166024,3963904,341097,0.009026397,wardrobe,837414,1630720,205091,0.090626206,hair,1159565,1128960,32936,0.014601951,fabric,8548746,1442560,79371,0.008007619,closet-s,990976,1066240,627200,0.438596491,pleated,1505280,200704,37632,0.022556391
128,scene,driveway-s,0.137931034,green-c,63326720,3951360,611249,0.009168712,car,5354795,3637760,513175,0.060520345,wheel,1513439,2684416,85612,0.020818809,concrete,382930,326144,3062,0.004337037,driveway-s,288512,1367296,200704,0.137931034,potholed,1580544,301056,125440,0.071428571
129,scene,supermarket-s,0.122222222,yellow-c,34166024,3951360,227226,0.005996966,shelf,1919975,3286528,377278,0.078123923,body,1291612,1241856,92806,0.038024929,cardboard,114873,915712,4052,0.003947267,supermarket-s,388864,2145024,275968,0.122222222,,24924928,514304,514304,0.020634122
130,scene,elevator-interior-s,0.176470588,orange-c,30348501,3938816,280314,0.008242832,elevator door,56315,1392384,50369,0.036020825,door frame,221497,790272,18703,0.018833592,painted,13470129,1216768,196215,0.013540771,elevator-interior-s,163072,840448,150528,0.176470588,interlaced,1630720,677376,313600,0.157232704
131,scene,lobby-s,0.117977528,orange-c,30348501,3963904,304197,0.008944811,elevator door,56315,1944320,54035,0.027758656,door frame,221497,715008,11660,0.012607518,carpet,4405463,1944320,137367,0.022111687,lobby-s,815360,1680896,263424,0.117977528,interlaced,1630720,137984,75264,0.044444444
132,scene,elevator_shaft-s,0.346153846,black-c,139916835,3976448,1472868,0.010341692,escalator,150139,627200,12980,0.016981549,wheel,1513439,75264,7779,0.00492054,concrete,382930,1053696,43258,0.031045639,elevator_shaft-s,137984,301056,112896,0.346153846,cobwebbed,1505280,564480,137984,0.071428571
133,scene,street-s,0.07197615,grey-c,159331282,3963904,1328396,0.008201657,building,35246027,3888640,1846640,0.049523671,balcony,317196,2659328,26585,0.009012051,glass,2246777,37632,56,2.45E-05,street-s,28111104,3462144,2119936,0.07197615,,24924928,37632,37632,0.001509814
134,scene,cockpit-s,0.306666667,black-c,139916835,3988992,1125483,0.007882619,motorbike,1440771,1756160,142421,0.046626464,wheel,1513439,790272,46818,0.020744448,metal,3462561,1919232,129029,0.02456402,cockpit-s,539392,689920,288512,0.306666667,,24924928,639744,539392,0.021553885
135,scene,staircase-s,0.223684211,brown-c,182265724,3951360,1433977,0.007760325,stairway,494268,1818880,109337,0.049612694,back pillow,282308,953344,9943,0.00811204,carpet,4405463,1568000,66326,0.011228113,staircase-s,865536,1467648,426496,0.223684211,,24924928,100352,100352,0.00402617
136,scene,escalator-indoor-s,0.183098592,black-c,139916835,3951360,934408,0.006537349,escalator,150139,1254400,119676,0.093143004,riser,23757,388864,4822,0.011824453,metal,3462561,840448,34444,0.008069222,escalator-indoor-s,175616,878080,163072,0.183098592,spiralled,1605632,225792,25088,0.013888889
137,scene,excavation-s,0.148148148,grey-c,159331282,3938816,995766,0.006136312,earth,4188226,3286528,401520,0.056766113,coach,689166,1756160,38101,0.015827768,cardboard,114873,301056,709,0.001707529,excavation-s,150528,1016064,150528,0.148148148,potholed,1580544,1016064,313600,0.137362637
138,scene,closet-s,0.307692308,pink-c,18491188,3951360,404374,0.018348798,apparel,217035,1179136,100002,0.077151976,drawer,540514,413952,16357,0.01743614,carpet,4405463,301056,17291,0.003687387,closet-s,990976,928256,451584,0.307692308,banded,2571520,2671872,451584,0.094240838
139,scene,pasture-s,0.147286822,green-c,63326720,3951360,1344674,0.020394426,grass,12961339,3938816,1371669,0.088332436,torso,7669375,2897664,359096,0.035178096,metal,3462561,238336,3202,0.000865945,pasture-s,852992,1003520,238336,0.147286822,grooved,1505280,50176,12544,0.008130081
140,scene,fastfood_restaurant-s,0.15625,yellow-c,34166024,3963904,400362,0.01061136,case,608750,1505280,118451,0.059356708,shop window,233888,602112,11494,0.013940469,food,1104928,2420992,107247,0.031370944,fastfood_restaurant-s,301056,1091328,188160,0.15625,waffled,1555456,338688,100352,0.055944056
141,scene,field-cultivated-s,0.253164557,green-c,63326720,3951360,1400415,0.021257812,field,1883336,3148544,670042,0.1536146,torso,7669375,1003520,59216,0.006874647,food,1104928,50176,4095,0.003557748,field-cultivated-s,639744,1843968,501760,0.253164557,frilly,1618176,978432,163072,0.067010309
142,scene,highway-s,0.142506143,green-c,63326720,3951360,928278,0.013990667,road,12902886,3851008,703496,0.04383044,wheel,1513439,1367296,45907,0.016193928,fabric,8548746,37632,419,4.88E-05,highway-s,4076800,1756160,727552,0.142506143,potholed,1580544,275968,100352,0.057142857
143,scene,field-cultivated-s,0.105882353,green-c,63326720,3988992,1554807,0.023643333,grass,12961339,3876096,1474403,0.095970834,torso,7669375,3085824,372523,0.035879286,wood,9793596,238336,14183,0.001415787,field-cultivated-s,639744,539392,112896,0.105882353,matted,1593088,163072,37632,0.02189781
144,scene,fire_escape-s,0.116504854,black-c,139916835,3951360,1006001,0.007041758,building,35246027,1655808,915625,0.025443774,fire escape,51663,903168,44079,0.048398466,brick,422313,602112,19453,0.019356758,fire_escape-s,163072,1279488,150528,0.116504854,crosshatched,1743616,100352,25088,0.013793103
145,scene,fire_station-s,0.068965517,blue-c,61494563,3963904,490545,0.007550572,bus,1628191,3838464,274908,0.052950962,wheel,1513439,3010560,41773,0.0093197,concrete,382930,200704,2572,0.004426378,fire_station-s,125440,1818880,125440,0.068965517,grooved,1505280,175616,12544,0.007518797
146,scene,fishpond-s,0.172413793,green-c,63326720,3963904,1171740,0.017721715,water,5662399,3286528,886956,0.110017265,torso,7669375,1994496,134847,0.014151187,food,1104928,313600,6163,0.004363603,fishpond-s,125440,727552,125440,0.172413793,smeared,1869056,865536,87808,0.033175355
147,scene,closet-s,0.121359223,red-c,21004512,3963904,156812,0.006320107,sales booth,171086,2596608,101678,0.038138556,body,1291612,852992,14718,0.006910229,food,1104928,1693440,43133,0.015654926,closet-s,990976,1906688,313600,0.121359223,,24924928,514304,351232,0.014
148,scene,florist_shop-indoor-s,0.380952381,pink-c,18491188,3976448,386556,0.017506209,pottedplant,925877,1781248,252734,0.102972183,pot,422616,1204224,69301,0.04449391,food,1104928,1016064,13300,0.00631022,florist_shop-indoor-s,225792,501760,200704,0.380952381,frilly,1618176,1517824,602112,0.237623762
149,scene,fastfood_restaurant-s,0.164556962,yellow-c,34166024,3926272,309111,0.008181179,case,608750,1392384,72938,0.037827067,arm,2299112,790272,25623,0.00836325,food,1104928,2960384,90883,0.022866933,fastfood_restaurant-s,301056,852992,163072,0.164556962,waffled,1555456,87808,12544,0.007692308
150,scene,stadium-baseball-s,0.100840336,green-c,63326720,3951360,1301486,0.019726481,grandstand,516123,3612672,266002,0.068862608,leg,2786636,1442560,52844,0.012653148,carpet,4405463,150528,2409,0.000529034,stadium-baseball-s,150528,1492736,150528,0.100840336,veined,1806336,1091328,87808,0.03125
151,scene,forest-broadleaf-s,0.474358974,green-c,63326720,3963904,1654596,0.025208655,tree,21215516,3512320,1998339,0.087918312,trunk,43897,1191680,13059,0.010682051,wood,9793596,62720,10476,0.001064003,forest-broadleaf-s,1216768,1668352,928256,0.474358974,pitted,1831424,664832,62720,0.025773196
152,scene,forest-broadleaf-s,0.226600985,green-c,63326720,3951360,1469779,0.022334249,tree,21215516,3763200,1741698,0.074953593,wheel,1513439,1154048,41519,0.015810931,wood,9793596,62720,3419,0.000347005,forest-broadleaf-s,1216768,1906688,577024,0.226600985,potholed,1580544,338688,25088,0.013245033
153,scene,highway-s,0.115207373,green-c,63326720,4001536,1049515,0.015834866,tree,21215516,3913728,1212497,0.050696568,wheel,1513439,1179136,42676,0.016104765,fabric,8548746,25088,395,4.61E-05,highway-s,4076800,1994496,627200,0.115207373,potholed,1580544,125440,37632,0.022556391
154,object,plant,0.113924705,green-c,63326720,3963904,1794602,0.027400168,plant,3760075,3587584,751469,0.113924705,pot,422616,652288,11238,0.010565347,foliage,30325,137984,1015,0.006067163,greenhouse-indoor-s,363776,2182656,163072,0.068421053,frilly,1618176,426496,137984,0.072368421
155,scene,fountain-s,0.107913669,green-c,63326720,3926272,577360,0.008659236,fountain,145557,3261440,120430,0.036643099,torso,7669375,1417472,53986,0.005976622,granite,1315719,200704,2403,0.001587165,fountain-s,188160,1743616,188160,0.107913669,sprinkled,1718528,564480,75264,0.034090909
156,scene,galley-s,0.338983051,orange-c,30348501,3976448,335496,0.009870591,work surface,492152,614656,49611,0.046926921,drawer,540514,627200,12679,0.010977157,metal,3462561,3399424,123899,0.018387863,galley-s,401408,589568,250880,0.338983051,,24924928,12544,12544,0.000503271
157,scene,garage-indoor-s,0.37007874,grey-c,159331282,3938816,1195101,0.007373753,car,5354795,3010560,473496,0.059998031,wheel,1513439,2044672,143534,0.042035661,concrete,382930,1066240,7458,0.005173017,garage-indoor-s,815360,1367296,589568,0.37007874,,24924928,238336,238336,0.009562154
158,scene,garage-indoor-s,0.112359551,grey-c,159331282,3963904,1116686,0.006885537,car,5354795,3838464,472809,0.054218418,wheel,1513439,2872576,155760,0.036820475,concrete,382930,388864,9714,0.012746693,garage-indoor-s,815360,1668352,250880,0.112359551,grooved,1505280,163072,12544,0.007575758
159,scene,gas_station-s,0.149659864,blue-c,61494563,3963904,565423,0.008713153,car,5354795,3838464,371694,0.042134701,wheel,1513439,2797312,73891,0.017440038,metal,3462561,263424,7424,0.001996471,gas_station-s,301056,1818880,275968,0.149659864,,24924928,263424,263424,0.010568697
160,scene,gazebo-exterior-s,0.153005464,green-c,63326720,3951360,904043,0.013620431,plant,3760075,3788288,178462,0.024214979,roof,443437,1241856,38402,0.023317876,plastic-opaque,577397,150528,349,0.000479675,gazebo-exterior-s,363776,2283008,351232,0.153005464,,24924928,451584,426496,0.017094017
161,scene,bakery-shop-s,0.121546961,brown-c,182265724,3963904,1255654,0.006788274,shelf,1919975,2696960,380093,0.089711394,body,1291612,903168,51095,0.023835125,food,1104928,1555456,20356,0.007710524,bakery-shop-s,715008,1831424,275968,0.121546961,,24924928,388864,376320,0.015090543
162,scene,building_facade-s,0.099099099,white-c,72511065,3963904,505582,0.006655075,building,35246027,3938816,2009341,0.054050138,shop window,233888,2659328,89396,0.031883644,brick,422313,62720,297,0.000612705,building_facade-s,3148544,2972928,551936,0.099099099,grooved,1505280,137984,12544,0.007692308
163,scene,clothing_store-s,0.095744681,red-c,21004512,3951360,193840,0.007828114,shelf,1919975,3060736,333385,0.071736952,shop window,233888,1003520,10309,0.008401115,paper,471596,1091328,4666,0.002994369,clothing_store-s,413952,2170112,225792,0.095744681,paisley,1555456,501760,37632,0.01863354
164,scene,mountain_snowy-s,0.487179487,blue-c,61494563,3951360,1663830,0.026086162,mountain,5469345,3662848,1449581,0.188683354,clouds,116722,602112,17452,0.024882304,fabric,8548746,50176,8635,0.001005205,mountain_snowy-s,1793792,2571520,1430016,0.487179487,potholed,1580544,765184,75264,0.033149171
165,scene,golf_course-s,0.189189189,green-c,63326720,3976448,1940462,0.029687602,grass,12961339,3838464,1232938,0.079202717,wheel,1513439,1718528,37134,0.011623143,carpet,4405463,163072,8991,0.001971908,golf_course-s,388864,1818880,351232,0.189189189,,24924928,602112,464128,0.018518519
166,scene,greenhouse-indoor-s,0.311111111,green-c,63326720,3976448,1443670,0.021920453,plant,3760075,2508800,527163,0.09181286,pot,422616,1254400,89558,0.056415981,food,1104928,451584,14053,0.009110777,greenhouse-indoor-s,363776,1116416,351232,0.311111111,frilly,1618176,1204224,388864,0.159793814
167,scene,greenhouse-indoor-s,0.167664671,green-c,63326720,3951360,1144100,0.01729973,plant,3760075,3399424,440575,0.065572255,pot,422616,1179136,49309,0.031762197,food,1104928,288512,7937,0.005728605,greenhouse-indoor-s,363776,2082304,351232,0.167664671,cobwebbed,1505280,627200,87808,0.042944785
168,scene,cavern-indoor-s,0.168831169,green-c,63326720,3963904,472422,0.007070259,rock,1936429,2333184,217128,0.053578977,torso,7669375,413952,27643,0.00343149,brick,422313,87808,11990,0.024069974,cavern-indoor-s,163072,965888,163072,0.168831169,potholed,1580544,2107392,338688,0.101123596
169,scene,gymnasium-indoor-s,0.168831169,yellow-c,34166024,3963904,273350,0.007220674,court,244272,3186176,126557,0.03830544,wheel,1513439,1128960,43946,0.016912371,carpet,4405463,915712,21503,0.004057421,gymnasium-indoor-s,326144,1931776,326144,0.168831169,,24924928,577024,564480,0.022635815
170,scene,hangar-indoor-s,0.150684932,blue-c,61494563,3951360,655949,0.010124236,airplane,1293178,3851008,555845,0.121142914,body,1291612,2972928,302210,0.07627078,brick,422313,163072,1135,0.001942662,hangar-indoor-s,150528,903168,137984,0.150684932,,24924928,301056,288512,0.011569416
171,scene,arrival_gate-outdoor-s,0.154639175,blue-c,61494563,3963904,815931,0.0126222,airplane,1293178,3963904,570442,0.121716624,body,1291612,3349248,317399,0.073413175,brick,422313,87808,272,0.000533491,arrival_gate-outdoor-s,451584,953344,188160,0.154639175,,24924928,163072,163072,0.006542526
172,scene,harbor-s,0.279411765,blue-c,61494563,3963904,1295800,0.020195545,boat,1245134,3951360,573511,0.12405648,cloud,129326,1003520,6350,0.005636949,wood,9793596,75264,6847,0.00069428,harbor-s,301056,790272,238336,0.279411765,,24924928,275968,275968,0.011071968
173,object,shelf,0.125198312,yellow-c,34166024,3963904,239511,0.00632115,shelf,1919975,3286528,579316,0.125198312,body,1291612,827904,24405,0.011648547,metal,3462561,827904,22279,0.005219782,supermarket-s,388864,2232832,288512,0.123655914,,24924928,602112,577024,0.0231272
174,scene,pasture-s,0.25,green-c,63326720,3963904,1207452,0.018271702,field,1883336,3938816,489724,0.09183884,torso,7669375,1831424,159528,0.017077762,wood,9793596,62720,3493,0.000354518,pasture-s,852992,1655808,501760,0.25,,24924928,213248,188160,0.007541478
